;budget;company;genre;gross;name;score;votes;year;Animation_1;Animation_2;Animation_3;Animation_4
2175;0;Rysher Entertainment;Drama;7025496;Three Wishes;6,2;2311;1995;;;;
2176;0;Caravan Pictures;Comedy;7557877;The Jerky Boys;4,6;2209;1995;;;;
2177;11000000;Samuel Goldwyn Company, The;Comedy;2832826;The Perez Family;6,1;1847;1995;;;;
2178;6000000;Live Entertainment;Action;5093707;Top Dog;4,1;2629;1995;;;;
2179;0;Adelaide Motion Picture Company;Adventure;47687;Napoleon;6,1;1353;1995;;;;
2180;0;Miramax;Drama;26282;Two Bits;6,3;2903;1995;;;;
2181;2000000;Avrora Media;Horror;1204430;Mute Witness;6,8;4634;1995;;;;
2182;0;Cecchi Gori Group Tiger Cinematografica;Drama;116797;The Star Maker;7,4;4129;1995;;;;
2183;0;Paramount Pictures;Comedy;911310;Stuart Saves His Family;5,3;2375;1995;;;;
2184;8000000;Charles Matthau-Jerry Tokofsky-John Davis Productions;Drama;493007;The Grass Harp;7,2;3093;1995;;;;
2185;0;RAS;Comedy;3992809;Gordy;3,9;1701;1995;;;;
2186;0;Breakheart Films;Biography;65682;Killer: A Journal of Murder;6,4;1888;1995;;;;
2187;0;Neue Deutsche Filmgesellschaft (NDF);Drama;76875;Flirt;6,3;1677;1995;;;;
2188;0;Hachette Première;Adventure;1877179;The Horseman on the Roof;7,1;5076;1995;;;;
2189;0;Rysher Entertainment;Crime;1176982;Destiny Turns on the Radio;4,5;1959;1995;;;;
2190;22000000;Hollywood Pictures;Comedy;12100000;Roommates;6,4;1509;1995;;;;
2191;0;Castle Rock Entertainment;Comedy;346839;A Midwinter's Tale;7,3;2095;1995;;;;
2192;0;Oxford Film Company;Adventure;2643346;Magic in the Water;5,8;1681;1995;;;;
2193;0;Iwerks Entertainment;Adventure;15054389;Wings of Courage;6,5;537;1995;;;;
2194;0;Hollywood Pictures;Comedy;7929241;Unstrung Heroes;6,7;2788;1995;;;;
2195;0;Anuline;Comedy;2196534;A Month by the Lake;6,4;1897;1995;;;;
2196;0;Cinéa;Drama;136153;A Single Girl;7,2;1272;1995;;;;
2197;150000;Ferdos Films;Drama;474047;The White Balloon;7,8;5258;1995;;;;
2198;10000000;Michael Ritchie Productions;Musical;44757;The Fantasticks;5,8;1008;1995;;;;
2199;0;Interscope Communications;Drama;961147;Separate Lives;5;596;1995;;;;
2200;92000000;Warner Bros.;Action;241721524;Twister;6,3;152463;1996;;;;
2201;3500000;Channel Four Films;Drama;16501785;Trainspotting;8,2;530849;1996;;;;
2202;7000000;PolyGram Filmed Entertainment;Crime;24611975;Fargo;8,1;500735;1996;;;;
2203;14000000;Dimension Films;Horror;103046663;Scream;7,2;238628;1996;;;;
2204;19000000;Dimension Films;Action;25753840;From Dusk Till Dawn;7,3;236890;1996;;;;
2205;75000000;Twentieth Century Fox Film Corporation;Action;306169255;Independence Day;7;461225;1996;;;;
2206;14500000;Bazmark Films;Drama;46351345;Romeo + Juliet;6,8;180239;1996;;;;
2207;36000000;TriStar Pictures;Comedy;33084249;Matilda;6,8;98249;1996;;;;
2208;12000000;Universal Pictures;Comedy;38624000;Happy Gilmore;7;166846;1996;;;;
2209;3000000;NDF International;Crime;4109095;Kama Sutra: A Tale of Love;6;8807;1996;;;;
2210;44000000;Astoria Films;Crime;49100000;Sleepers;7,6;163662;1996;;;;
2211;27000000;Miramax;Drama;78651430;The English Patient;7,4;152610;1996;;;;
2212;50000000;TriStar Pictures;Comedy;153952592;Jerry Maguire;7,3;204244;1996;;;;
2213;15000000;Columbia Pictures Corporation;Drama;24881000;The Craft;6,3;62195;1996;;;;
2214;80000000;Paramount Pictures;Action;180981856;Mission: Impossible;7,1;323291;1996;;;;
2215;30000000;Paramount Pictures;Crime;56116183;Primal Fear;7,7;144847;1996;;;;
2216;80000000;Warner Bros. Family Entertainment;Animation;90463534;Space Jam;6,3;124368;1996;;;;
2217;75000000;Hollywood Pictures;Action;134069511;The Rock;7,4;274324;1996;;;;
2218;0;Imagine Entertainment;Drama;20754000;Fear;6,2;34037;1996;;;;
2219;40000000;Regency Enterprises;Crime;108766007;A Time to Kill;7,4;108790;1996;;;;
2220;70000000;Tim Burton Productions;Comedy;37771017;Mars Attacks!;6,3;183327;1996;;;;
2221;4000000;Dimension Films;Horror;16675000;Hellraiser: Bloodline;5,1;15579;1996;;;;
2222;36000000;Columbia Pictures Corporation;Biography;20191312;The People vs. Larry Flynt;7,3;76047;1996;;;;
2223;31000000;United Artists;Comedy;124060553;The Birdcage;7;66577;1996;;;;
2224;40000000;New Line Cinema;Horror;27663982;The Island of Dr. Moreau;4,4;27551;1996;;;;
2225;100000000;Walt Disney Feature Animation;Animation;100138851;The Hunchback of Notre Dame;6,9;113772;1996;;;;
2226;25000000;Twentieth Century Fox Film Corporation;Drama;7340103;The Crucible;6,8;30726;1996;;;;
2227;26000000;Clavius Base;Comedy;25809813;That Thing You Do!;6,9;53448;1996;;;;
2228;890000;Miramax;Drama;24475416;Sling Blade;8;76760;1996;;;;
2229;45000000;Digital Image Associates;Action;92001027;First Contact;7,6;103044;1996;;;;
2230;9000000;Alliance Communications Corporation;Drama;2038450;Crash: Extraños placeres;6,4;44693;1996;;;;
2231;55000000;Warner Bros.;Action;56569216;Executive Decision;6,4;43393;1996;;;;
2232;45000000;Regency Enterprises;Comedy;53854588;Tin Cup;6,3;40040;1996;;;;
2233;7000000;Columbia Pictures Corporation;Comedy;560069;Bottle Rocket;7,1;58644;1996;;;;
2234;15000000;Motion Picture Corporation of America (MPCA);Comedy;26757000;Bio-Dome;4,4;22728;1996;;;;
2235;75000000;Walt Disney Pictures;Adventure;136189294;101 Dalmatians;5,7;81872;1996;;;;
2236;3800000;Island Pictures;Comedy;20109115;Don't Be a Menace to South Central While Drinking Your Juice in the Hood;6,6;40789;1996;;;;
2237;27000000;Rysher Entertainment;Comedy;24944213;Kingpin;6,9;67115;1996;;;;
2238;38000000;Walt Disney Pictures;Animation;28934758;James and the Giant Peach;6,7;52633;1996;;;;
2239;4500000;Dino De Laurentiis Company;Crime;3798532;Bound;7,4;43599;1996;;;;
2240;40000000;Castle Rock Entertainment;Comedy;33109743;Striptease;4,3;36876;1996;;;;
2241;26000000;Paramount Pictures;Comedy;105489203;The First Wives Club;6,2;34686;1996;;;;
2242;8500000;Paramount Pictures;Fantasy;15171475;Thinner;5,7;22170;1996;;;;
2243;57000000;Universal Pictures;Action;51367375;DragonHeart;6,4;82032;1996;;;;
2244;54000000;Imagine Entertainment;Comedy;128814019;The Nutty Professor;5,6;92803;1996;;;;
2245;0;Kasander & Wigman Productions;Drama;2293037;El libro de cabecera;6,7;11067;1996;;;;
2246;200000;Doug Liman Productions;Comedy;4505922;Swingers;7,3;67289;1996;;;;
2247;47000000;Columbia Pictures Corporation;Comedy;60240295;The Cable Guy;6,1;130570;1996;;;;
2248;18000000;Castle Rock Entertainment;Drama;4414535;Hamlet;7,8;32078;1996;;;;
2249;30000000;Universal Pictures;Comedy;16759216;Muertos de miedo;7,1;71729;1996;;;;
2250;10000000;Fiction Films;Drama;4573330;Stealing Beauty;6,6;21747;1996;;;;
2251;6000000;Miramax;Comedy;22201883;Emma;6,7;29972;1996;;;;
2252;0;Miramax;Comedy;10597759;Beautiful Girls;7,2;27842;1996;;;;
2253;50000000;Paramount Pictures;Action;25477365;Escape from L.A.;5,7;58556;1996;;;;
2254;65000000;Forge;Action;33328051;The Long Kiss Goodnight;6,7;63699;1996;;;;
2255;0;Argus Film Produktie;Drama;4040691;Contra viento y marea;7,9;52366;1996;;;;
2256;0;Turner Pictures (I);Comedy;95318203;Michael;5,7;36410;1996;;;;
2257;45000000;American Zoetrope;Comedy;58620973;Jack;5,8;49346;1996;;;;
2258;100000000;Kopelson Entertainment;Action;101295562;Eraser;6,1;90008;1996;;;;
2259;0;Rysher Entertainment;Comedy;11114000;2 Days in the Valley;6,5;16403;1996;;;;
2260;50000000;Twentieth Century Fox Film Corporation;Action;70770147;Broken Arrow;6;81083;1996;;;;
2261;45000000;Columbia Pictures Corporation;Comedy;20100000;Multiplicity;6;26196;1996;;;;
2262;9000000;New Line Cinema;Action;36049108;Set It Off;6,8;11203;1996;;;;
2263;25000000;Live Entertainment;Sci-Fi;14048372;The Arrival;6,3;27641;1996;;;;
2264;55000000;Constellation Entertainment;Adventure;38619405;Garras;6,8;49044;1996;;;;
2265;4100000;Rysher Entertainment;Drama;11881039;Big Night;7,3;13983;1996;;;;
2266;0;Walt Disney Pictures;Action;22936273;D3: The Mighty Ducks;5,3;20543;1996;;;;
2267;60000000;1492 Pictures;Comedy;60573641;Jingle All the Way;5,5;74318;1996;;;;
2268;31000000;Twentieth Century Fox Film Corporation;Comedy;25785603;Down Periscope;6;18045;1996;;;;
2269;0;Balboa Entertainment;Crime;4440;Pusher;7,4;28650;1996;;;;
2270;80000000;Touchstone Pictures;Action;136492681;Ransom;6,6;104513;1996;;;;
2271;55000000;Hollywood Pictures;Biography;50047179;Evita;6,3;30484;1996;;;;
2272;67000000;Lone Wolf;Action;17600000;Last Man Standing;6,4;47034;1996;;;;
2273;32000000;Touchstone Pictures;Drama;104636382;Phenomenon;6,4;66920;1996;;;;
2274;23000000;Scott Rudin Productions;Drama;12782508;Marvin's Room;6,7;21695;1996;;;;
2275;0;Fox 2000 Pictures;Comedy;46151454;One Fine Day;6,5;38106;1996;;;;
2276;46000000;Davis Entertainment;Action;59031057;Courage Under Fire;6,6;43118;1996;;;;
2277;20000000;Miramax;Comedy;9714482;Everyone Says I Love You;6,8;31731;1996;;;;
2278;3000000;Green Parrot;Crime;222559;Hard Eight;7,3;31261;1996;;;;
2279;5500000;Australian Film Finance Corporation (AFFC);Biography;35811509;Claroscuro;7,7;45511;1996;;;;
2280;80000000;Davis Entertainment;Action;33023469;Daylight;5,8;56630;1996;;;;
2281;45000000;Paramount Pictures;Action;17300889;The Phantom;4,9;28886;1996;;;;
2282;3300000;Eleventh Street Production;Biography;2961991;Basquiat;6,9;16846;1996;;;;
2283;3500000;Good Machine;Comedy;9449219;She's the One;6;14689;1996;;;;
2284;0;Polygram Filmed Entertainment;Action;3794000;Barb Wire;3,2;21707;1996;;;;
2285;3000000;Kushner-Locke Company, The;Comedy;295493;Freeway;6,9;23194;1996;;;;
2286;18000000;Hollywood Pictures;Comedy;26906039;Spy Hard;5,3;31561;1996;;;;
2287;8000000;Amblin Entertainment;Drama;3594848;The Trigger Effect;5,7;5195;1996;;;;
2288;30000000;MDP Worldwide;Action;21600000;The Quest;5,5;20369;1996;;;;
2289;55000000;TriStar Pictures;Action;18573791;The Fan;5,8;40765;1996;;;;
2290;13000000;Universal City Studios;Comedy;5587855;Bordello of Blood;5,3;11251;1996;;;;
2291;4000000;Castle Rock Entertainment;Comedy;2923982;Waiting for Guffman;7,6;23604;1996;;;;
2292;0;Columbia Pictures Corporation;Adventure;24506082;Fly Away Home;6,8;20777;1996;;;;
2293;28000000;Warner Bros.;Biography;11092559;Michael Collins;7,1;25719;1996;;;;
2294;38000000;Hollywood Pictures;Adventure;10300000;White Squall;6,6;18875;1996;;;;
2295;0;Jim Henson Company, The;Action;33609000;Muppet Treasure Island;6,9;17264;1996;;;;
2296;0;Chestnut Hill Productions;Drama;258263;Foxfire;6,2;7419;1996;;;;
2297;4500000;Channel Four Films;Drama;13417292;Secrets & Lies;8;30816;1996;;;;
2298;5000000;Columbia Pictures Corporation;Drama;13269963;Lone Star;7,5;24495;1996;;;;
2299;20000000;Interscope Communications;Comedy;18876581;Kazaam;2,8;20357;1996;;;;
2300;0;Polygram Filmed Entertainment;Drama;3692836;The Portrait of a Lady;6,3;9274;1996;;;;
2301;20000000;Paramount Pictures;Crime;26792700;Eye for an Eye;6,1;10968;1996;;;;
2302;13000000;Bad Bird Productions;Action;17883659;The Crow: City of Angels;4,5;16707;1996;;;;
2303;25000000;Universal Pictures;Action;21162420;Bulletproof;5,8;31241;1996;;;;
2304;36000000;Castle Rock Entertainment;Drama;13052741;Ghosts of Mississippi;6,7;8989;1996;;;;
2305;0;Broadway Pictures;Comedy;32377000;Black Sheep;6,2;31582;1996;;;;
2306;50000000;Chicago Pacific Entertainment;Action;20550712;Chain Reaction;5,6;42633;1996;;;;
2307;0;Cineritino S.r.L.;Drama;5200600;Jane Eyre;6,8;7988;1996;;;;
2308;29000000;Largo Entertainment;Crime;11500000;Mulholland Falls;6,2;13725;1996;;;;
2309;45000000;Warner Bros.;Action;20100000;The Glimmer Man;5,3;16419;1996;;;;
2310;0;Joe Wizan/Todd Black;Comedy;9871065;Dunston Checks In;5,3;10371;1996;;;;
2311;42000000;TriStar Pictures;Comedy;41252428;The Mirror Has Two Faces;6,5;12186;1996;;;;
2312;0;Twentieth Century Fox Film Corporation;Comedy;34073143;The Truth About Cats & Dogs;6,3;23091;1996;;;;
2313;15000000;Ladd Company, The;Comedy;21397954;A Very Brady Sequel;5,6;8733;1996;;;;
2314;60000000;Touchstone Pictures;Drama;51088705;Up Close & Personal;6,1;11967;1996;;;;
2315;0;Walt Disney Pictures;Adventure;49142277;Homeward Bound II: Lost in San Francisco;5,9;11514;1996;;;;
2316;0;Channel Four Films;Comedy;1500000;Beautiful Thing;7,7;19792;1996;;;;
2317;25530000;Universal Pictures;Family;20047715;Flipper;5,2;8610;1996;;;;
2318;40000000;Mundy Lane Entertainment;Comedy;48102795;The Preacher's Wife;5,5;9355;1996;;;;
2319;0;Rysher Entertainment;Comedy;12767815;The Evening Star;5,8;3609;1996;;;;
2320;0;Castle Rock Entertainment;Drama;726207;SubUrbia;6,8;7747;1996;;;;
2321;0;Metro-Goldwyn-Mayer (MGM);Comedy;6970578;House Arrest;5,7;6920;1996;;;;
2322;12000000;Paramount Pictures;Animation;63071133;Beavis and Butt-Head Do America;6,8;45369;1996;;;;
2323;13000000;Geffen Pictures;Comedy;4611624;Joe's Apartment;5,4;11119;1996;;;;
2324;7000000;Morgan Creek Productions;Horror;1055525;Bad Moon;5,7;4339;1996;;;;
2325;13000000;Nickelodeon Movies;Comedy;26539321;Harriet the Spy;5,9;8449;1996;;;;
2326;0;Paramount Pictures;Comedy;19119165;Mother;6,9;4936;1996;;;;
2327;0;Dinamo Entertainment;Action;14752141;The Substitute;5,9;10051;1996;;;;
2328;8000000;Jackson/McHenry Company,The;Comedy;34746109;A Thin Line Between Love and Hate;5,7;3427;1996;;;;
2329;7000000;Miramax;Comedy;14891000;Flirting with Disaster;6,8;15795;1996;;;;
2330;44000000;Columbia Pictures Corporation;Drama;22754725;The Juror;5,6;14796;1996;;;;
2331;39000000;Imagine Entertainment;Comedy;30356793;Sgt. Bilko;5,7;18726;1996;;;;
2332;0;Fine Line Features;Comedy;3102672;Feeling Minnesota;5,4;9478;1996;;;;
2333;25000000;Columbia Pictures Corporation;Action;14502483;Maximum Risk;5,4;16973;1996;;;;
2334;30000000;United Artists Pictures;Comedy;8289972;Larger Than Life;5,6;5757;1996;;;;
2335;0;Golden Harvest Company;Action;15318863;Police Story 4: First Strike;6,6;16019;1996;;;;
2336;21500000;Peters Entertainment;Adventure;22294341;My Fellow Americans;6,5;12809;1996;;;;
2337;25000000;New Line Cinema;Adventure;15094530;The Adventures of Pinocchio;5,3;4408;1996;;;;
2338;7000000;British Broadcasting Corporation (BBC);Drama;405144;Jude;7;9046;1996;;;;
2339;0;Juno Pix;Romance;19030691;Bed of Roses;6,1;7141;1996;;;;
2340;0;ABC Productions;Drama;17000000;Diabolique;5,3;11679;1996;;;;
2341;47000000;NFH Productions;Drama;5600000;Mary Reilly;5,8;12455;1996;;;;
2342;0;Channel Four Films;Comedy;2560471;Brassed Off;7,1;16640;1996;;;;
2343;8000000;Miramax;Comedy;5612586;The Pallbearer;5;7080;1996;;;;
2344;38000000;Castle Rock Entertainment;Crime;17305211;Extreme Measures;6,1;14855;1996;;;;
2345;0;Dimitri Villard Productions;Biography;14481231;In Love and War;6;7218;1996;;;;
2346;1300000;Addis Wechsler Pictures;Comedy;695229;Trees Lounge;7,2;11933;1996;;;;
2347;3000000;Independent Pictures (II);Comedy;153155;Citizen Ruth;7;6170;1996;;;;
2348;35000000;Caravan Pictures;Crime;8797839;Before and After;6,1;7142;1996;;;;
2349;0;Good Dog Productions LLC;Drama;1002175;Shiloh;6,4;2362;1996;;;;
2350;0;Atman Entertainment;Comedy;7874000;The Great White Hype;5,4;7621;1996;;;;
2351;24000000;Longview Entertainment;Comedy;6288000;Ed;2,6;7497;1996;;;;
2352;0;Caravan Pictures;Family;26459681;First Kid;5,2;8148;1996;;;;
2353;18000000;Dino De Laurentiis Company;Drama;2780278;Unforgettable;6;4227;1996;;;;
2354;0;Paramount Pictures;Crime;9881286;Night Falls on Manhattan;6,6;5463;1996;;;;
2355;50000000;Universal Pictures;Crime;14551359;The Chamber;6;11040;1996;;;;
2356;15000000;New Line Cinema;Action;2409225;Lawnmower Man 2: Beyond Cyberspace;2,4;8315;1996;;;;
2357;0;TriStar Pictures;Comedy;20951277;High School High;5,5;11343;1996;;;;
2358;0;Allied Filmmakers;Adventure;72844;Mr. Toad's Wild Ride;6,3;2601;1996;;;;
2359;40000000;Castle Rock Entertainment;Drama;20200000;City Hall;6,2;17531;1996;;;;
2360;0;Mandeville Films;Comedy;12350030;Mr. Wrong;3,8;4465;1996;;;;
2361;23000000;Castle Rock Entertainment;Adventure;11567023;Alaska;5,7;4485;1996;;;;
2362;0;Metro-Goldwyn-Mayer (MGM);Drama;3363968;Moll Flanders;6,5;3564;1996;;;;
2363;5000000;Renaissance Films;Comedy;551545;Twelfth Night or What You Will;7,3;5003;1996;;;;
2364;25000000;Metro-Goldwyn-Mayer (MGM);Action;17100000;Fled;5,3;7433;1996;;;;
2365;0;Rastar Pictures;Drama;4137645;To Gillian on Her 37th Birthday;5,8;4202;1996;;;;
2366;12500000;October Films;Crime;1227324;The Funeral;6,6;7279;1996;;;;
2367;0;Boneyard Film Company Inc.;Drama;465417;Kissed;6,4;3213;1996;;;;
2368;12000000;Fox Searchlight Pictures;Comedy;4903000;Girl 6;5;5191;1996;;;;
2369;2309723;A Band Apart;Comedy;49620;Curdled;5,9;4334;1996;;;;
2370;22000000;Recorded Picture Company (RPC);Crime;1075288;Blood and Wine;6,1;8184;1996;;;;
2371;25000000;PVM Entertainment;Drama;5005000;Heaven's Prisoners;5,7;4467;1996;;;;
2372;0;Hollywood Pictures;Comedy;12772657;The Associate;6,1;6473;1996;;;;
2373;30000000;Permut Presentations;Comedy;31356117;Eddie;5,1;7525;1996;;;;
2374;8000000;Bruin Grip Services;Comedy;80026;Mad Dog Time;5,5;2423;1996;;;;
2375;25000000;Imagine Entertainment;Comedy;2415593;The Stupids;4,1;5840;1996;;;;
2376;0;Interscope Communications;Mystery;516350;Boys;4,8;3143;1996;;;;
2377;25000000;TriStar Pictures;Comedy;10070000;Mrs. Winterbourne;6,2;6054;1996;;;;
2378;0;Playhouse International Pictures;Biography;1814290;I Shot Andy Warhol;6,6;5724;1996;;;;
2379;0;Distant Horizon;Action;12491455;Black Mask;6,1;9730;1996;;;;
2380;0;Appledown Films Inc.;Crime;23107;The Sunchaser;6,2;3089;1996;;;;
2381;0;MGM Family Entertainment;Animation;8620500;All Dogs Go to Heaven 2;5,5;4507;1996;;;;
2382;5000000;Albino Alligator Productions;Crime;326308;Albino Alligator;6,1;6912;1996;;;;
2383;0;Hit Entertainment;Comedy;220198;Santa with Muscles;2,4;8063;1996;;;;
2384;500000;Pope Productions;Comedy;502313;Manny & Lo;6,7;1549;1996;;;;
2385;17000000;Regency Enterprises;Comedy;3308758;Carpool;4,9;3658;1996;;;;
2386;6000000;Fine Line Features;Drama;392362;Mother Night;7,2;4412;1996;;;;
2387;0;Morgan Creek Productions;Comedy;10700000;Two If by Sea;5,2;4759;1996;;;;
2388;0;Beacon Communications;Comedy;621093;The Van;6,8;3721;1996;;;;
2389;0;Lakeshore Entertainment;Comedy;720717;Box of Moon Light;7,3;4642;1996;;;;
2390;0;Castle Rock Entertainment;Drama;608032;Some Mother's Son;7,3;2238;1996;;;;
2391;0;FM Entertainment International N.V.;Action;684351;Bloodsport 2;4,8;2498;1996;;;;
2392;0;Canal+;Comedy;328452;The Eighth Day;7,6;7761;1996;;;;
2393;16000000;Merchant Ivory Productions;Biography;2002000;Surviving Picasso;6,4;6117;1996;;;;
2394;24000000;Fernando Trueba Producciones Cinematográficas;Comedy;592871;Two Much;5,4;4729;1996;;;;
2395;0;TriStar Pictures;Adventure;1945552;Race the Sun;5,3;2772;1996;;;;
2396;0;Opala Productions;Drama;616663;It's My Party;7,1;2439;1996;;;;
2397;0;Epithète Films;Comedy;2503829;Ridicule;7,5;6329;1996;;;;
2398;0;Hollywood Pictures;Thriller;8538318;The Rich Man's Wife;5,2;2606;1996;;;;
2399;0;New Line Cinema;Drama;290978;Carried Away;6,4;1340;1996;;;;
2400;30000000;New Regency Pictures;Comedy;4357000;Bogus;5,3;5409;1996;;;;
2401;0;Connection III Entertainment;Comedy;1263945;Phat Beach;3,9;729;1996;;;;
2402;0;Motion Picture Corporation of America (MPCA);Drama;44722;The War at Home;7,1;2003;1996;;;;
2403;0;Cinehaus;Drama;315752;Caught;6,8;1003;1996;;;;
2404;19000000;CiBy 2000;Crime;1353824;Kansas City;6,3;3727;1996;;;;
2405;0;Majestic Films International;Comedy;32212;Head Above Water;6;6684;1996;;;;
2406;0;Cinema 7;Comedy;32925;Love Is All There Is;5,1;1022;1996;;;;
2407;0;Paramount Pictures;Comedy;2653000;Kids in the Hall: Brain Candy;6,9;7379;1996;;;;
2408;0;Canal+;Comedy;196927;A Summer's Tale;7,7;4597;1996;;;;
2409;0;Caravan Pictures;Comedy;9255027;Celtic Pride;5,2;8709;1996;;;;
2410;0;Eurimages;Drama;454720;La Promesse;7,9;5849;1996;;;;
2411;5000000;Motion Picture Corporation of America (MPCA);Comedy;4635344;If Lucy Fell;4,9;3510;1996;;;;
2412;7000000;Twentieth Century Fox Film Corporation;Drama;106606;The Secret Agent;5,8;1986;1996;;;;
2413;0;Dacia Films;Comedy;191164;Irma Vep;7;3909;1996;;;;
2414;0;Touchstone Pictures;Drama;5858000;Last Dance;5,8;3503;1996;;;;
2415;0;Daiei Studios;Comedy;9676677;Shall We Dance?;7,8;9603;1996;;;;
2416;6000000;Castle Rock Entertainment;Drama;12643776;The Spitfire Grill;6,9;4971;1996;;;;
2417;19000000;Triumph Films;Action;4932915;Solo;3,9;3629;1996;;;;
2418;0;Mindy Affrime;Drama;883973;Female Perversions;5,5;2064;1996;;;;
2419;0;Best Brains;Comedy;1007306;Mystery Science Theater 3000: The Movie;7,4;16362;1996;;;;
