;budget;company;genre;gross;name;score;votes;year;Animation_1;Animation_2;Animation_3;Animation_4
4044;110000000;Walden Media;Action;24008137;Around the World in 80 Days;5,8;73536;2004;;;;
4045;30000000;Paramount Pictures;Animation;85417988;The SpongeBob SquarePants Movie;7;64107;2004;;;;
4046;28000000;Pop Pop Productions;Biography;64378093;Miracle;7,5;39178;2004;;;;
4047;40000000;Universal Pictures;Biography;75331600;Ray;7,7;118242;2004;;;;
4048;40000000;Universal Pictures;Comedy;40226215;Bridget Jones: The Edge of Reason;5,9;86030;2004;;;;
4049;0;Sogepaq;Biography;2086345;The Sea Inside;8;68461;2004;;;;
4050;15000000;New Line Cinema;Family;10411980;Raise Your Voice;5,9;23974;2004;;;;
4051;47000000;2003 Productions;Drama;6167817;A Very Long Engagement;7,7;65330;2004;;;;
4052;30000000;Metro-Goldwyn-Mayer (MGM);Drama;12831121;Wicker Park;7;47335;2004;;;;
4053;25000000;Twentieth Century Fox Film Corporation;Action;36611066;Taxi;4,4;35086;2004;;;;
4054;0;Lions Gate Films;Comedy;28165882;The Prince and Me;5,9;33861;2004;;;;
4055;60000000;Dimension Films;Comedy;88237754;Starsky & Hutch;6,1;125648;2004;;;;
4056;45000000;Twentieth Century Fox Film Corporation;Action;21009180;Flight of the Phoenix;6,1;47448;2004;;;;
4057;23000000;Alcon Entertainment;Comedy;12189514;Chasing Liberty;6,1;31901;2004;;;;
4058;0;Antidote Films (I);Drama;697181;Mysterious Skin;7,7;59675;2004;;;;
4059;18000000;Fox 2000 Pictures;Adventure;16702864;Catch That Kid;5,2;8514;2004;;;;
4060;31000000;Universal Pictures;Comedy;17001133;Wimbledon;6,3;54188;2004;;;;
4061;3500000;Screen Gems;Action;96793;D.E.B.S.;5,3;12868;2004;;;;
4062;25000000;New Line Cinema;Action;32003620;Cellular;6,5;82822;2004;;;;
4063;0;Warp Films;Crime;6013;Dead Man's Shoes;7,7;42662;2004;;;;
4064;27000000;Dimension Films;Crime;4480744;La isla maldita;6,4;51913;2004;;;;
4065;22000000;Fox Searchlight Pictures;Comedy;12784713;I Heart Huckabees;6,7;58556;2004;;;;
4066;35000000;Twentieth Century Fox Film Corporation;Animation;75369589;Garfield;5;64907;2004;;;;
4067;0;EuropaCorp;Action;1197786;District B13;7,2;58967;2004;;;;
4068;11000000;Fox Searchlight Pictures;Biography;10214647;Kinsey;7,1;44032;2004;;;;
4069;42000000;Revolution Studios;Drama;66641205;The Forgotten;5,8;59556;2004;;;;
4070;19000000;Paramount Pictures;Adventure;58169327;Without a Paddle;5,9;39199;2004;;;;
4071;0;FilmFour;Adventure;16756372;The Motorcycle Diaries;7,8;87264;2004;;;;
4072;35000000;Miramax;Comedy;25266129;Jersey Girl;6,2;57178;2004;;;;
4073;0;Beijing New Picture Film Co.;Action;11050094;House of Flying Daggers;7,6;96858;2004;;;;
4074;23000000;Focus Features;Drama;16136476;Vanity Fair;6,2;18147;2004;;;;
4075;12000000;Jet Tone Films;Drama;261481;2046;7,5;44039;2004;;;;
4076;16000000;Metro-Goldwyn-Mayer (MGM);Comedy;13922211;Soul Plane;4,4;19204;2004;;;;
4077;57000000;Working Title Films;Action;6768055;Thunderbirds;4,2;11740;2004;;;;
4078;50000000;Morgan Creek Productions;Horror;41821986;Exorcist: The Beginning;5,1;29891;2004;;;;
4079;8600000;Broken Lizard Industries;Comedy;4992159;Club Dread;5,7;24974;2004;;;;
4080;24000000;DreamWorks;Comedy;17071962;Win a Date with Tad Hamilton!;5,6;23925;2004;;;;
4081;40000000;Paramount Pictures;Comedy;10387706;The Perfect Score;5,7;20826;2004;;;;
4082;5000000;United Artists;Comedy;8940582;Saved!;6,8;41580;2004;;;;
4083;100000000;Touchstone Pictures;Action;67286731;Hidalgo;6,7;70672;2004;;;;
4084;500000;Whitewater Films;Crime;603951;Mean Creek;7,3;27763;2004;;;;
4085;8000000;Screen Gems;Drama;40066497;You Got Served;3,5;24154;2004;;;;
4086;60000000;Revolution Studios;Comedy;73780539;Christmas with the Kranks;5,2;30985;2004;;;;
4087;58000000;New Line Cinema;Action;28328132;After the Sunset;6,3;40092;2004;;;;
4088;40000000;Warner Bros.;Action;21215059;Torque;4;24682;2004;;;;
4089;0;The Weinstein Company;Drama;4835065;The Libertine;6,4;32405;2004;;;;
4090;23000000;Lions Gate Films;Biography;6318709;Beyond the Sea;6,7;13453;2004;;;;
4091;15000000;Fine Line Features;Comedy;1339668;A Dirty Shame;5,1;11124;2004;;;;
4092;30000000;Warner Bros.;Comedy;14018364;New York Minute;4,9;18830;2004;;;;
4093;30000000;Regency Enterprises;Comedy;9055010;First Daughter;5;18324;2004;;;;
4094;18000000;Movision;Drama;3765585;The Merchant of Venice;7,1;31158;2004;;;;
4095;20000000;New Line Cinema;Drama;5005883;Birth;6,1;31210;2004;;;;
4096;5000000;Canal+ España;Crime;5211842;Bad Education;7,5;48212;2004;;;;
4097;60000000;Paramount Pictures;Comedy;13399812;Alfie;6,2;45684;2004;;;;
4098;0;Apocalypso Pictures;Drama;992238;My Summer of Love;6,8;17239;2004;;;;
4099;7000000;Pathé Pictures International;Comedy;6601079;Bride & Prejudice;6,2;18188;2004;;;;
4100;50000000;Shangri-La Entertainment;Comedy;6471394;The Big Bounce;4,9;16502;2004;;;;
4101;26000000;Dylan Sellers Productions;Action;23222861;Agent Cody Banks 2: Destination London;4,5;12029;2004;;;;
4102;0;Lions Gate Entertainment;Action;548039;The Final Cut;6,2;28056;2004;;;;
4103;50000000;Miramax;Comedy;57890460;Shall We Dance;6,1;37878;2004;;;;
4104;107000000;Touchstone Pictures;Drama;22414961;The Alamo;6;17664;2004;;;;
4105;55000000;Touchstone Pictures;Action;74541707;Ladder 49;6,5;50406;2004;;;;
4106;25000000;Screen Gems;Action;32238923;Anacondas: The Hunt for the Blood Orchid;4,6;23961;2004;;;;
4107;50000000;Touchstone Pictures;Comedy;37486138;Raising Helen;6;32370;2004;;;;
4108;0;Vega Film;Drama;3635164;The Chorus;7,9;47812;2004;;;;
4109;0;Dash Films;Drama;40601;The Woodsman;7,2;28874;2004;;;;
4110;0;Olga Film GmbH;Drama;144065;Before the Fall;7,4;11986;2004;;;;
4111;20000000;ApolloMedia Distribution;Comedy;9109322;Superbabies: Baby Geniuses 2;2;26818;2004;;;;
4112;0;Bandai Visual Company;Animation;1043896;Ghost in the Shell 2: Innocence;7,6;30980;2004;;;;
4113;40000000;DreamWorks;Comedy;12181484;Envy;4,8;27466;2004;;;;
4114;40000000;Nine Yards Two Productions;Comedy;16323969;The Whole Ten Yards;5,5;48262;2004;;;;
4115;20000000;Metro-Goldwyn-Mayer (MGM);Biography;13337299;De-Lovely;6,6;10018;2004;;;;
4116;0;Lions Gate Films;Drama;159171;A Love Song for Bobby Long;7,2;23027;2004;;;;
4117;4200000;Bazelevs Production;Action;1487477;Night Watch;6,5;48808;2004;;;;
4118;7000000;Yash Raj Films;Drama;2921738;Veer-Zaara;7,9;39916;2004;;;;
4119;50000000;Paramount Pictures;Crime;25195050;Twisted;5,2;18006;2004;;;;
4120;0;Pathé;Adventure;18947630;Two Brothers;7,1;12650;2004;;;;
4121;110000000;Walt Disney Pictures;Animation;50030461;Home on the Range;5,4;15266;2004;;;;
4122;0;Above All Things Inc.;Drama;29058;The Heart Is Deceitful Above All Things;6,6;5569;2004;;;;
4123;26000000;Not specified;Comedy;45489752;In Good Company;6,5;50314;2004;;;;
4124;26000000;Twentieth Century Fox Film Corporation;Comedy;48116322;Fat Albert;4,3;9859;2004;;;;
4125;0;Hart-Sharp Entertainment;Comedy;175408;P.S.;6,3;5299;2004;;;;
4126;12000000;Fox Searchlight Pictures;Comedy;31179516;Johnson Family Vacation;4,4;6299;2004;;;;
4127;0;Focus Features;Comedy;3835551;The Door in the Floor;6,7;13913;2004;;;;
4128;0;Red Carpet Productions;Drama;92214;Amor o sexo;6,8;6621;2004;;;;
4129;5000000;Motion Picture Corporation of America (MPCA);Horror;101107;Riding the Bullet;5,2;7968;2004;;;;
4130;0;Applause Pictures;Horror;75829;Three... Extremes;7;16728;2004;;;;
4131;19250000;Franchise Pictures;Action;4434432;Spartan;6,6;27340;2004;;;;
4132;0;Remstar Productions;Drama;398278;Head in the Clouds;6,6;13138;2004;;;;
4133;0;Bobby Jones Films LLC;Biography;2694071;Bobby Jones: Stroke of Genius;6,7;3364;2004;;;;
4134;0;Gemini Films;Drama;70395;Ma mère;5,1;5331;2004;;;;
4135;28000000;Deep River Productions;Comedy;17848322;Las leyes de atracción;5,9;19776;2004;;;;
4136;3000000;HBO Films;Crime;6517198;Maria Full of Grace;7,5;31546;2004;;;;
4137;0;Huit et Demi Productions;Crime;121166;Lila Says;7;4054;2004;;;;
4138;8000000;40 Acres & A Mule Filmworks;Comedy;365134;She Hate Me;5,3;6600;2004;;;;
4139;0;Claussen & Wöbke Filmproduktion GmbH;Comedy;95016;Summer Storm;7,4;11810;2004;;;;
4140;0;Pathé Pictures International;Comedy;6583149;Millions;6,9;22743;2004;;;;
4141;6000000;Bob Yari Productions;Comedy;371081;House of D;7;7919;2004;;;;
4142;0;Mid Day Multimedia Limited;Crime;34000;Black Friday;8,6;13141;2004;;;;
4143;35000000;Revolution Studios;Comedy;20422207;Little Black Book;5,3;15844;2004;;;;
4144;0;Fox Searchlight Pictures;Comedy;3825351;Melinda and Melinda;6,5;28468;2004;;;;
4145;0;True West Films;Biography;120620;It's All Gone Pete Tong;7,4;17570;2004;;;;
4146;11000000;Les Films Alain Sarde;Crime;3753806;Vera Drake;7,7;21213;2004;;;;
4147;0;UK Film Council;Drama;6759422;Ladies in Lavender;7,1;8937;2004;;;;
4148;0;United Artists;Drama;24947;Undertow;6,7;7587;2004;;;;
4149;0;Sonet Film AB;Comedy;9910;As It Is in Heaven;7,6;14388;2004;;;;
4150;6500000;Eulogy Productions LLC;Comedy;70527;Eulogy;6,7;7932;2004;;;;
4151;26000000;Twentieth Century Fox Film Corporation;Comedy;14469428;Welcome to Mooseport;5,2;11058;2004;;;;
4152;0;Ashutosh Gowariker Productions Pvt. Ltd.;Drama;1223240;Swades;8,3;66309;2004;;;;
4153;0;Destination Films;Comedy;1186323;Saving Face;7,5;8312;2004;;;;
4154;27000000;Paramount Pictures;Crime;8725813;Suspect Zero;5,9;17171;2004;;;;
4155;50000;Ariztical Entertainment;Comedy;155212;Eating Out;5,9;5354;2004;;;;
4156;0;Pathé Pictures International;Drama;1340891;Dear Frankie;7,8;19530;2004;;;;
4157;0;Pathé Pictures International;Drama;358262;Enduring Love;6,4;9152;2004;;;;
4158;25000000;Lions Gate Films;Drama;14379751;Godsend;4,8;23154;2004;;;;
4159;0;Fox Searchlight Pictures;Drama;5763875;The Clearing;5,9;12195;2004;;;;
4160;0;New Line Cinema;Action;367027;Highwaymen;5,7;7657;2004;;;;
4161;0;Alliance Atlantis Communications;Comedy;795126;Saint Ralph;7,6;5291;2004;;;;
4162;0;WT2 Productions;Comedy;21864;Rory O'Shea Was Here;7,9;12466;2004;;;;
4163;18000000;Metro-Goldwyn-Mayer (MGM);Comedy;65111277;Barbershop 2: Back in Business;5,7;11281;2004;;;;
4164;18000000;Serendipity Point Films;Comedy;7739049;Julia, una mujer seductora;7;11052;2004;;;;
4165;0;Mij Film Co.;Drama;256822;Turtles Can Fly;8,1;14720;2004;;;;
4166;3000000;Front Street Pictures;Drama;2037545;We Don't Live Here Anymore;6,3;8531;2004;;;;
4167;0;Beyond Films;Drama;223144;A Good Woman;6,5;10196;2004;;;;
4168;0;Jet Tone Films;Drama;188248;Eros;6;5387;2004;;;;
4169;1000000;Kim Ki-Duk Film;Crime;238507;3-Iron;8,1;41640;2004;;;;
4170;30000000;Touchstone Pictures;Comedy;21800302;Mr 3000;5,5;12740;2004;;;;
4171;0;La Parti Productions;Horror;2623;Calvaire;6,2;10084;2004;;;;
4172;0;Lions Gate Films;Drama;776691;Stage Beauty;7,2;9141;2004;;;;
4173;0;Extra Large Pictures;Comedy;553368;Palindromes;6,8;11133;2004;;;;
4174;12000000;Lucky 7 Productions LLC;Biography;195378;Modigliani;7,4;9098;2004;;;;
4175;45000000;DreamWorks;Comedy;11663156;Surviving Christmas;5,3;18771;2004;;;;
4176;20000000;Universal Pictures;Comedy;8054280;Connie and Carla;6,3;7171;2004;;;;
4177;0;Bandai Visual Company;Animation;410388;Steamboy;6,9;14575;2004;;;;
4178;6500000;Hart-Sharp Entertainment;Drama;1029872;A Home at the End of the World;6,8;12420;2004;;;;
4179;20000000;4 Kids Entertainment;Animation;19762690;Yu-Gi-Oh!: The Movie;4,6;6776;2004;;;;
4180;40000000;Rent Productions LLC;Drama;29077547;Rent;7;43683;2005;;;;
4181;150000000;Warner Bros.;Adventure;206459076;Charlie and the Chocolate Factory;6,7;350762;2005;;;;
4182;150000000;Warner Bros.;Adventure;290013036;Harry Potter and the Goblet of Fire;7,7;429209;2005;;;;
4183;150000000;Warner Bros.;Action;206852432;Batman Begins;8,3;1075968;2005;;;;
4184;40000000;Universal Pictures;Action;25514517;Serenity;7,9;255155;2005;;;;
4185;54000000;Warner Bros.;Action;70511035;V for Vendetta;8,2;867117;2005;;;;
4186;40000000;Dimension Films;Crime;74103820;Sin City;8;690034;2005;;;;
4187;28000000;Focus Features;Drama;38405088;Pride & Prejudice;7,8;209548;2005;;;;
4188;50000000;Touchstone Pictures;Adventure;51085416;The Hitchhiker's Guide to the Galaxy;6,8;165212;2005;;;;
4189;14000000;Focus Features;Drama;83043761;Brokeback Mountain;7,7;276758;2005;;;;
4190;40000000;New Line Cinema;Comedy;209218368;Wedding Crashers;7;295346;2005;;;;
4191;180000000;Walt Disney Pictures;Adventure;291709845;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;6,9;310549;2005;;;;
4192;82000000;Paramount Pictures;Comedy;158119460;The Longest Yard;6,4;139788;2005;;;;
4193;4800000;Hostel LLC;Horror;47326473;Hostel;5,9;147832;2005;;;;
4194;130000000;Twentieth Century Fox Film Corporation;Action;47398413;Kingdom of Heaven;7,2;232742;2005;;;;
4195;113000000;Lucasfilm;Action;380262555;Star Wars: Episode III - Revenge of the Sith;7,6;570398;2005;;;;
4196;132000000;Paramount Pictures;Adventure;234280354;War of the Worlds;6,5;357995;2005;;;;
4197;100000000;Warner Bros.;Drama;75976178;Constantine;6,9;253723;2005;;;;
4198;43000000;Twentieth Century Fox Film Corporation;Action;24409722;Elektra;4,8;75843;2005;;;;
4199;28000000;Fox 2000 Pictures;Biography;119519402;Walk the Line;7,9;198923;2005;;;;
4200;0;Celador Films;Adventure;26024456;The Descent;7,2;167959;2005;;;;
4201;19000000;Metro-Goldwyn-Mayer (MGM);Drama;65233369;The Amityville Horror;6;91483;2005;;;;
4202;70000000;Columbia Pictures Corporation;Comedy;179495555;Hitch;6,6;259673;2005;;;;
4203;207000000;Universal Pictures;Action;218080025;King Kong;7,2;340976;2005;;;;
4204;26000000;Universal Pictures;Comedy;109449237;The 40-Year-Old Virgin;7,1;334507;2005;;;;
4205;120000000;Regency Enterprises;Action;186336279;Mr. & Mrs. Smith;6,5;379073;2005;;;;
4206;4000000;Twisted Pictures;Horror;87039965;Saw II;6,6;201006;2005;;;;
4207;1500000;Samuel Goldwyn Films;Comedy;7362100;The Squid and the Whale;7,4;64252;2005;;;;
4208;7000000;Lions Gate Films;Crime;17044981;The Devil's Rejects;6,9;80744;2005;;;;
4209;40000000;Warner Bros.;Animation;53359111;Corpse Bride;7,4;205383;2005;;;;
4210;35000000;Walt Disney Pictures;Adventure;63946815;Sky High;6,2;66438;2005;;;;
4211;126000000;DreamWorks;Action;35818913;The Island;6,9;275721;2005;;;;
4212;15000000;Gold Circle Films;Comedy;31726995;The Wedding Date;6,1;41497;2005;;;;
4213;0;Baker Street;Crime;344095;Green Street Hooligans;7,5;125881;2005;;;;
4214;88000000;Universal Pictures;Biography;61649911;Cinderella Man;8;156991;2005;;;;
4215;72000000;Universal Pictures;Action;62658220;Jarhead;7;152251;2005;;;;
4216;70000000;DreamWorks;Crime;47403685;Munich;7,6;186355;2005;;;;
4217;53000000;Metro-Goldwyn-Mayer (MGM);Comedy;56046979;Be Cool;5,7;61786;2005;;;;
4218;52000000;Miramax;Action;34639939;Hostage;6,6;97552;2005;;;;
4219;32000000;New Line Cinema;Crime;31493782;A History of Violence;7,5;198947;2005;;;;
4220;100000000;Twentieth Century Fox Film Corporation;Action;154696080;Fantastic Four;5,7;280250;2005;;;;
4221;15000000;BBC Films;Drama;23089926;Match Point;7,7;178918;2005;;;;
4222;65000000;Columbia Pictures Corporation;Action;29258869;Zathura: A Space Adventure;6,1;74238;2005;;;;
4223;25000000;Universal Pictures;Comedy;47144110;Nanny McPhee;6,6;55077;2005;;;;
4224;75000000;DreamWorks Animation;Animation;193595521;Madagascar;6,9;294387;2005;x;;;
4225;50000000;Warner Bros.;Action;80270227;The Dukes of Hazzard;5,1;68938;2005;;;;
4226;50000000;Entertainment Manufacturing Company;Crime;24149632;Lord of War;7,6;261701;2005;;;;
4227;950000;Lions Gate Films;Crime;1007962;Hard Candy;7,1;138885;2005;;;;
4228;55000000;Touchstone Pictures;Drama;89707299;Flightplan;6,2;134241;2005;;;;
4229;85000000;Columbia Pictures Corporation;Drama;57490508;Memoirs of a Geisha;7,4;124833;2005;;;;
4230;20000000;Screen Gems;Drama;75072454;The Exorcism of Emily Rose;6,7;103356;2005;;;;
4231;30000000;New Line Cinema;Biography;12712093;The New World;6,7;74644;2005;;;;
4232;30000000;Warner Bros.;Horror;32064800;La casa de cera;5,3;100354;2005;;;;
4233;60000000;Twentieth Century Fox Film Corporation;Adventure;82571173;Cheaper by the Dozen 2;5,5;46237;2005;;;;
4234;45000000;Paramount Pictures;Action;74494381;Four Brothers;6,9;117043;2005;;;;
4235;50000000;Dimension Films;Action;39177684;The Adventures of Sharkboy and Lavagirl 3-D;3,5;22677;2005;;;;
4236;15000000;Warner Bros.;Comedy;4243756;Kiss Kiss Bang Bang;7,6;188313;2005;;;;
4237;3000000;Eden Rock Media;Comedy;16124543;Waiting...;6,8;79505;2005;;;;
4238;88000000;Dimension Films;Adventure;37916267;The Brothers Grimm;5,9;103728;2005;;;;
4239;62000000;Paramount Pictures;Action;25857987;Æon Flux;5,5;114477;2005;;;;
4240;25000000;Alcon Entertainment;Comedy;39008741;The Sisterhood of the Traveling Pants;6,5;47742;2005;;;;
4241;60000000;Columbia Pictures Corporation;Action;26873932;xXx: State of the Union;4,4;58727;2005;;;;
4242;0;Touchstone Pictures;Adventure;11294832;Casanova;6,5;46586;2005;;;;
4243;26000000;DreamWorks;Mystery;57891803;Red Eye;6,5;99003;2005;;;;
4244;75000000;Twentieth Century Fox Animation;Animation;128200012;Robots;6,3;111639;2005;;;;
4245;0;Inferno Distribution;Comedy;32619671;Just Friends;6,2;88269;2005;;;;
4246;58000000;DreamWorks;Comedy;48318130;Just Like Heaven;6,7;87397;2005;;;;
4247;475000;Bergman Lustig Productions;Action;2060589;Brick;7,4;89353;2005;;;;
4248;75000000;Columbia Pictures;Action;46464023;The Legend of Zorro;5,9;77748;2005;;;;
4249;30000000;Coach Carter;Biography;67264877;Coach Carter;7,3;100602;2005;;;;
4250;50000000;Walt Disney Pictures;Adventure;66023816;Herbie Fully Loaded;4,8;38998;2005;;;;
4251;70000000;Warner Bros.;Comedy;43000262;Rumor Has It...;5,5;43996;2005;;;;
4252;56000000;Walt Disney Pictures;Action;113086868;The Pacifier;5,6;72886;2005;;;;
4253;30000000;Twentieth Century Fox Film Corporation;Drama;51100486;Hide and Seek;5,9;73932;2005;;;;
4254;1000000;Australian Film Finance Corporation, The;Horror;16188180;Wolf Creek;6,3;59341;2005;;;;
4255;150000000;Walt Disney Pictures;Animation;135386665;Chicken Little;5,8;70253;2005;;;;
4256;25000000;Columbia Pictures Corporation;Biography;11008432;Lords of Dogtown;7,1;46416;2005;;;;
4257;22000000;Di Bonaventura Pictures;Crime;36024076;Derailed;6,6;65085;2005;;;;
4258;43000000;Universal Pictures;Horror;47806295;The Skeleton Key;6,5;93583;2005;;;;
4259;50000000;Columbia Pictures Corporation;Action;18472363;Into the Blue;5,8;66598;2005;;;;
4260;60000000;John Wells Productions;Action;28031250;Doom;5,2;92480;2005;;;;
4261;7900000;BBC Films;Comedy;671240;Imagine Me & You;6,8;25074;2005;;;;
4262;0;EuropaCorp;Action;75420;Revolver;6,5;78882;2005;;;;
4263;32000000;EuropaCorp;Action;43095600;Transporter 2;6,3;167685;2005;;;;
4264;15000000;Universal Pictures;Horror;20700082;Tierra de los muertos;6,2;82522;2005;;;;
4265;0;Focus Features;Drama;33579797;The Constant Gardener;7,5;117703;2005;;;;
4266;7000000;Sony Pictures Classics;Biography;28747570;Capote;7,4;108050;2005;;;;
4267;45000000;Universal Pictures;Comedy;19377727;The Producers;6,4;36654;2005;;;;
4268;10000000;Focus Features;Comedy;13744960;Broken Flowers;7,2;86481;2005;;;;
4269;130000000;Paramount Pictures;Action;68671925;Sahara;6;81514;2005;;;;
4270;6500000;Room 9 Entertainment;Comedy;24792061;Thank You for Smoking;7,6;198616;2005;;;;
4271;50000000;Warner Bros.;Drama;50824620;Syriana;7;114811;2005;;;;
4272;2000000;Andrea Sperling Productions;Action;3337931;Harsh Times;6,9;57219;2005;;;;
4273;50000000;Regency Enterprises;Drama;3626883;Stay;6,9;65389;2005;;;;
4274;17500000;The Weinstein Company;Animation;51386611;Hoodwinked!;6,5;48853;2005;;;;
4275;17000000;The Family Stone;Comedy;60062868;The Family Stone;6,3;52044;2005;;;;
4276;29000000;Mandalay Pictures;Drama;6303762;Regresiones de un hombre muerto;7,1;98068;2005;;;;
4277;45000000;Paramount Pictures;Comedy;53412862;Yours, Mine & Ours;5,4;23229;2005;;;;
4278;0;Walt Disney Pictures;Comedy;24381334;Ice Princess;6;21228;2005;;;;
4279;0;CJ Capital Investment;Crime;211667;Lady Vengeance;7,6;58692;2005;;;;
4280;5500000;BET Pictures;Comedy;50633099;Diary of a Mad Black Woman;5,7;11095;2005;;;;
4281;0;Les Films du Losange;Drama;3634407;Caché;7,3;58915;2005;;;;
4282;20000000;Miramax;Drama;7524766;Proof;6,8;38387;2005;;;;
4283;50000000;DreamWorks;Horror;76231249;The Ring Two;5,4;78527;2005;;;;
4284;0;Miramax;Comedy;1819454;Kinky Boots;7,1;15158;2005;;;;
4285;2000000;UK Film Council;Crime;1900725;The Proposition;7,4;44941;2005;;;;
4286;50000000;New Line Cinema;Action;10169202;Domino;6;59944;2005;;;;
4287;84000000;New Line Cinema;Comedy;17018422;Son of the Mask;2,2;44519;2005;;;;
4288;30000000;Touchstone Pictures;Comedy;21835784;A Lot Like Love;6,6;61081;2005;;;;
4289;60000000;New Line Cinema;Comedy;82931301;Si te casas... te mato;5,5;47280;2005;;;;
4290;30000000;Touchstone Pictures;Drama;25473352;Dark Water;5,6;53073;2005;;;;
4291;40000000;Cent Productions Inc.;Biography;30981850;Get Rich or Die Tryin';5,1;38564;2005;;;;
4292;30000000;Screen Gems;Adventure;15007991;The Cave;5,1;30287;2005;;;;
4293;19300000;Recorded Picture Company (RPC);Drama;66453;Tideland;6,5;28341;2005;;;;
4294;0;Conundrum Entertainment;Comedy;35424335;The Ringer;5,8;32291;2005;;;;
4295;18000000;Revolution Studios;Horror;29511112;The Fog;3,6;30834;2005;;;;
4296;35000000;Warner Bros.;Drama;18324242;North Country;7,3;34660;2005;;;;
4297;25000000;OLC / Rights Entertainment;Biography;5128124;The World's Fastest Indian;7,8;46465;2005;;;;
4298;100000000;Columbia Pictures Corporation;Comedy;110332737;Fun with Dick and Jane;6,1;117210;2005;;;;
4299;57000000;Paramount Pictures;Comedy;26838389;Elizabethtown;6,4;61111;2005;;;;
4300;7500000;Warner Independent Pictures (WIP);Biography;31501218;Good Night, and Good Luck.;7,5;86894;2005;;;;
4301;8000000;Crunk Pictures;Crime;22201636;Hustle & Flow;7,4;34921;2005;;;;
4302;0;R.P. Productions;Crime;1987287;Oliver Twist;6,9;27113;2005;;;;
4303;22000000;Columbia Pictures Corporation;Comedy;22264487;Deuce Bigalow: European Gigolo;4,6;43334;2005;;;;
4304;85000000;Columbia Pictures Corporation;Comedy;62252415;Bewitched;4,8;61436;2005;;;;
4305;0;Fox 2000 Pictures;Comedy;32880591;In Her Shoes;6,5;54160;2005;;;;
4306;30000000;Aardman Animations;Animation;56110897;The Curse of the Were-Rabbit;7,5;105471;2005;;;;
4307;3200000;Dimension Films;Action;54556;Feast;6,4;26705;2005;;;;
4308;20000000;AITD Productions;Action;5178569;Alone in the Dark;2,3;38854;2005;;;;
4309;0;HBO Films;Biography;1410778;The Notorious Bettie Page;6,6;9362;2005;;;;
4310;15000000;EuropaCorp;Adventure;5023275;Three Burials;7,4;35479;2005;;;;
4311;0;Prime Film Productions LLC;Comedy;22827153;Prime;6,2;36623;2005;;;;
4312;30000000;Miramax;Adventure;8586392;An Unfinished Life;7;25594;2005;;;;
4313;45000000;Castle Rock Entertainment;Action;48478006;Miss Congeniality 2: Armed and Fabulous;5;56280;2005;;;;
4314;45000000;EuropaCorp;Action;24520892;Unleashed;7;89513;2005;;;;
4315;80000000;Universal Pictures;Crime;72708161;The Interpreter;6,4;89351;2005;;;;
4316;32000000;Revolution Studios;Adventure;82674398;Are We There Yet?;4,6;24485;2005;;;;
4317;38000000;Dimension Films;Comedy;19297522;La marca de la bestia;5;27364;2005;;;;
4318;30000000;Fox 2000 Pictures;Comedy;42071069;Fever Pitch;6,2;37872;2005;;;;
4319;135000000;Columbia Pictures Corporation;Action;32116746;Stealth;5;47130;2005;;;;
4320;0;Fairway Films;Drama;15331289;The Greatest Game Ever Played;7,5;23793;2005;;;;
4321;45000000;Universal Pictures;Comedy;52580895;Kicking & Screaming;5,6;31788;2005;;;;
4322;1500000;IFC Productions;Drama;712294;The Ballad of Jack and Rose;6,7;9875;2005;;;;
4323;900000;Andrea Sperling Productions;Crime;381186;The Quiet;6,4;13952;2005;;;;
4324;0;Destination Films;Drama;12667;London;6,6;20156;2005;;;;
4325;20000000;Rogue Pictures;Action;19976073;Assault on Precinct 13;6,3;68103;2005;;;;
4326;0;United Artists;Comedy;540085;Romance & Cigarettes;6,3;10438;2005;;;;
4327;25000000;Serendipity Point Films;Crime;871527;Where the Truth Lies;6,5;15631;2005;;;;
4328;35000000;Columbia Pictures Corporation;Comedy;68915888;Guess Who;5,9;35503;2005;;;;
4329;25000000;Boll Kino Beteiligungs GmbH & Co. KG;Action;2405420;BloodRayne;2,9;31478;2005;;;;
4330;20000000;Screen Gems;Drama;46752382;Boogeyman;4,1;27378;2005;;;;
4331;0;Movision;Action;66851;Beowulf & Grendel;5,9;16275;2005;;;;
4332;14000000;Twentieth Century Fox Film Corporation;Comedy;32645546;Because of Winn-Dixie;6,4;9001;2005;;;;
4333;2500000;REN-Mar Studios;Comedy;305688;Pretty Persuasion;6,6;9036;2005;;;;
4334;10000000;Milkshake Films;Drama;4280577;Goal! The Dream Begins;6,7;53872;2005;;;;
4335;80000000;Miramax;Action;10166502;The Great Raid;6,7;19340;2005;;;;
4336;30000000;Warner Bros.;Comedy;43894863;Must Love Dogs;5,9;27405;2005;;;;
4337;1000000;Rogue Pictures;Drama;10047674;Cry_Wolf;5,9;23845;2005;;;;
4338;0;Sahamongkolfilm Co.;Action;11905519;The Protector;7,1;31727;2005;;;;
4339;30000000;Paramount Pictures;Comedy;32868349;Bad News Bears;5,8;18270;2005;;;;
4340;1000000;Belladonna Productions;Adventure;9015303;Transamerica;7,4;37575;2005;;;;
4341;0;Metro-Goldwyn-Mayer (MGM);Comedy;36351350;Beauty Shop;5,5;14248;2005;;;;
4343;33100000;Twentieth Century Fox Film Corporation;Comedy;16808336;Rebound;5,1;11109;2005;;;;
